Year,CountryOrigin,CountryOriginISO,CountryAsylum,CountryAsylumISO,Female0-4,Female5-11,Female12-17,Female18-59,Female60,FemaleOther,FemaleTotal,Male0-4,Male0-4,Male5-11,Male12-17,Male18-59,Male60,MaleOther,Total
2022,Benin,BEN,Italy,ITA,0,0,0,0,0,6,6,0,0,0,0,0,55,55,226
2022,Bangladesh,BGD,Italy,ITA,0,0,0,0,0,40,40,0,0,0,0,0,13238,13238,18421
2022,Burkina Faso,BFA,Italy,ITA,0,0,0,0,0,25,25,0,0,0,0,0,268,268,1212
2022,Belarus,BLR,Italy,ITA,0,0,0,0,0,80,80,0,0,0,0,0,70,70,284
2022,Bolivia (Plurinational State of),BOL,Italy,ITA,0,0,0,0,0,8,8,0,0,0,0,0,0,0,13
2022,Brazil,BRA,Italy,ITA,0,0,0,0,0,140,140,0,0,0,0,0,190,190,741
2022,Bosnia and Herzegovina,BIH,Italy,ITA,0,0,0,0,0,45,45,0,0,0,0,0,34,34,113
2022,Canada,CAN,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Central African Rep.,CAF,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2022,Chad,TCD,Italy,ITA,0,0,0,0,0,6,6,0,0,0,0,0,46,46,52
2022,China,CHN,Italy,ITA,0,0,0,0,0,82,82,0,0,0,0,0,102,102,646
2022,Chile,CHL,Italy,ITA,0,0,0,0,0,15,15,0,0,0,0,0,14,14,46
2022,Cameroon,CMR,Italy,ITA,0,0,0,0,0,195,195,0,0,0,0,0,427,427,2374
2022,Congo,COG,Italy,ITA,0,0,0,0,0,31,31,0,0,0,0,0,30,30,357
2022,Dem. Rep. of the Congo,COD,Italy,ITA,0,0,0,0,0,35,35,0,0,0,0,0,34,34,772
2022,Comoros,COM,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Colombia,COL,Italy,ITA,0,0,0,0,0,740,740,0,0,0,0,0,809,809,2643
2022,Costa Rica,CRI,Italy,ITA,0,0,0,0,0,14,14,0,0,0,0,0,5,5,19
2022,Cuba,CUB,Italy,ITA,0,0,0,0,0,100,100,0,0,0,0,0,145,145,315
2022,Cabo Verde,CPV,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Dominican Rep.,DOM,Italy,ITA,0,0,0,0,0,15,15,0,0,0,0,0,19,19,47
2022,Ecuador,ECU,Italy,ITA,0,0,0,0,0,30,30,0,0,0,0,0,29,29,76
2022,Eritrea,ERI,Italy,ITA,0,0,0,0,0,1310,1310,0,0,0,0,0,3885,3885,8372
2022,Ethiopia,ETH,Italy,ITA,0,0,0,0,0,35,35,0,0,0,0,0,49,49,1064
2022,Gabon,GAB,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2022,Gambia,GMB,Italy,ITA,0,0,0,0,0,20,20,0,0,0,0,0,794,794,6901
2022,Palestinian,PSE,Italy,ITA,0,0,0,0,0,21,21,0,0,0,0,0,105,105,868
2022,Georgia,GEO,Italy,ITA,0,0,0,0,0,2200,2200,0,0,0,0,0,524,524,3516
2022,Ghana,GHA,Italy,ITA,0,0,0,0,0,45,45,0,0,0,0,0,349,349,2867
2022,Guinea-Bissau,GNB,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,68,68,519
2022,Guatemala,GTM,Italy,ITA,0,0,0,0,0,10,10,0,0,0,0,0,10,10,36
2022,Guinea,GIN,Italy,ITA,0,0,0,0,0,155,155,0,0,0,0,0,822,822,3407
2022,Honduras,HND,Italy,ITA,0,0,0,0,0,89,89,0,0,0,0,0,74,74,656
2022,Cote d'Ivoire,CIV,Italy,ITA,0,0,0,0,0,770,770,0,0,0,0,0,1250,1250,5865
2022,India,IND,Italy,ITA,0,0,0,0,0,106,106,0,0,0,0,0,591,591,953
2022,Indonesia,IDN,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Iran (Islamic Rep. of),IRN,Italy,ITA,0,0,0,0,0,51,51,0,0,0,0,0,130,130,1394
2022,Iraq,IRQ,Italy,ITA,0,0,0,0,0,231,231,0,0,0,0,0,1006,1006,6826
2022,Israel,ISR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Jordan,JOR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17
2022,Kazakhstan,KAZ,Italy,ITA,0,0,0,0,0,9,9,0,0,0,0,0,0,0,15
2022,Kenya,KEN,Italy,ITA,0,0,0,0,0,12,12,0,0,0,0,0,5,5,39
2022,Kyrgyzstan,KGZ,Italy,ITA,0,0,0,0,0,51,51,0,0,0,0,0,15,15,75
2022,Liberia,LBR,Italy,ITA,0,0,0,0,0,10,10,0,0,0,0,0,38,38,390
2022,Libya,LBY,Italy,ITA,0,0,0,0,0,51,51,0,0,0,0,0,190,190,1445
2022,Lebanon,LBN,Italy,ITA,0,0,0,0,0,50,50,0,0,0,0,0,80,80,136
2022,Liechtenstein,LIE,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
2022,Sri Lanka,LKA,Italy,ITA,0,0,0,0,0,115,115,0,0,0,0,0,339,339,803
2022,Madagascar,MDG,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Mauritania,MRT,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,9,9,248
2022,North Macedonia,MKD,Italy,ITA,0,0,0,0,0,21,21,0,0,0,0,0,40,40,76
2022,Rep. of Moldova,MDA,Italy,ITA,0,0,0,0,0,146,146,0,0,0,0,0,115,115,481
2022,Mexico,MEX,Italy,ITA,0,0,0,0,0,7,7,0,0,0,0,0,7,7,14
2022,Mali,MLI,Italy,ITA,0,0,0,0,0,50,50,0,0,0,0,0,1005,1005,11166
2022,Malaysia,MYS,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Montenegro,MNE,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Morocco,MAR,Italy,ITA,0,0,0,0,0,186,186,0,0,0,0,0,1593,1593,2788
2022,Mauritius,MUS,Italy,ITA,0,0,0,0,0,10,10,0,0,0,0,0,10,10,25
2022,Myanmar,MMR,Italy,ITA,0,0,0,0,0,6,6,0,0,0,0,0,5,5,25
2022,Nepal,NPL,Italy,ITA,0,0,0,0,0,30,30,0,0,0,0,0,85,85,140
2022,Niger,NER,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,43,43,491
2022,Nicaragua,NIC,Italy,ITA,0,0,0,0,0,15,15,0,0,0,0,0,15,15,45
2022,Nigeria,NGA,Italy,ITA,0,0,0,0,0,1775,1775,0,0,0,0,0,2688,2688,25409
2022,Pakistan,PAK,Italy,ITA,0,0,0,0,0,175,175,0,0,0,0,0,14142,14142,31420
2022,Panama,PAN,Italy,ITA,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6
2022,Paraguay,PRY,Italy,ITA,0,0,0,0,0,17,17,0,0,0,0,0,11,11,28
2022,Peru,PER,Italy,ITA,0,0,0,0,0,1350,1350,0,0,0,0,0,1354,1354,3446
2022,Philippines,PHL,Italy,ITA,0,0,0,0,0,42,42,0,0,0,0,0,26,26,88
2022,South Africa,ZAF,Italy,ITA,0,0,0,0,0,6,6,0,0,0,0,0,6,6,17
2022,Russian Federation,RUS,Italy,ITA,0,0,0,0,0,302,302,0,0,0,0,0,285,285,1134
2022,Rwanda,RWA,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,El Salvador,SLV,Italy,ITA,0,0,0,0,0,537,537,0,0,0,0,0,546,546,5167
2022,Senegal,SEN,Italy,ITA,0,0,0,0,0,65,65,0,0,0,0,0,532,532,5198
2022,Sierra Leone,SLE,Italy,ITA,0,0,0,0,0,36,36,0,0,0,0,0,140,140,598
2022,Somalia,SOM,Italy,ITA,0,0,0,0,0,181,181,0,0,0,0,0,780,780,9478
2022,Serbia and Kosovo: S/RES/1244 (1999),SRB,Italy,ITA,0,0,0,0,0,104,104,0,0,0,0,0,259,259,1720
2022,Viet Nam,VNM,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2022,South Sudan,SSD,Italy,ITA,0,0,0,0,0,5,5,0,0,0,0,0,60,60,65
2022,Stateless,XXA,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12
2022,Sudan,SDN,Italy,ITA,0,0,0,0,0,20,20,0,0,0,0,0,465,465,1580
2022,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,359,359,0,0,0,0,0,552,552,4489
2022,United Rep. of Tanzania,TZA,Italy,ITA,0,0,0,0,0,5,5,0,0,0,0,0,5,5,10
2022,Thailand,THA,Italy,ITA,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8
2022,Tajikistan,TJK,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Turkmenistan,TKM,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Togo,TGO,Italy,ITA,0,0,0,0,0,16,16,0,0,0,0,0,90,90,829
2022,Tunisia,TUN,Italy,ITA,0,0,0,0,0,375,375,0,0,0,0,0,1545,1545,2497
2022,Türkiye,TUR,Italy,ITA,0,0,0,0,0,81,81,0,0,0,0,0,1076,1076,2764
2022,Uganda,UGA,Italy,ITA,0,0,0,0,0,7,7,0,0,0,0,0,5,5,17
2022,Unknown ,UNK,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,435,435,3081
2022,Ukraine,UKR,Italy,ITA,0,0,0,0,0,105478,105478,0,0,0,0,0,41405,41405,151750
2022,Uruguay,URY,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2022,United States of America,USA,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,5,5,34
2022,Uzbekistan,UZB,Italy,ITA,0,0,0,0,0,8,8,0,0,0,0,0,0,0,18
2022,Venezuela (Bolivarian Republic of),VEN,Italy,ITA,0,0,0,0,0,605,605,0,0,0,0,0,479,479,4510
2022,Western Sahara,ESH,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Yemen,YEM,Italy,ITA,0,0,0,0,0,5,5,0,0,0,0,0,39,39,74
2022,Haiti,HTI,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2022,Afghanistan,AFG,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,16,0,0,16,16
2022,Algeria,DZA,Jordan,JOR,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2022,Egypt,EGY,Jordan,JOR,21,42,68,114,0,0,245,7,80,44,157,11,0,299,544
2022,Bangladesh,BGD,Jordan,JOR,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2022,Bosnia and Herzegovina,BIH,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2022,Central African Rep.,CAF,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2022,Chad,TCD,Jordan,JOR,5,0,0,6,0,0,11,0,0,0,11,0,0,11,22
2022,Comoros,COM,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Eritrea,ERI,Jordan,JOR,0,6,5,7,0,0,18,0,7,0,18,0,0,25,43
2022,Ethiopia,ETH,Jordan,JOR,0,0,0,39,0,0,39,0,0,0,0,0,0,0,39
2022,India,IND,Jordan,JOR,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2022,Iran (Islamic Rep. of),IRN,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Iraq,IRQ,Jordan,JOR,504,3511,3853,17711,4422,0,30001,577,3777,4243,19744,3790,0,32131,62132
2022,Kenya,KEN,Jordan,JOR,0,0,0,10,0,0,10,0,0,0,0,0,0,0,10
2022,Libya,LBY,Jordan,JOR,0,23,26,40,0,0,89,0,12,17,35,0,0,64,153
2022,Lebanon,LBN,Jordan,JOR,0,12,12,37,10,0,71,0,7,5,17,0,0,29,100
2022,Sri Lanka,LKA,Jordan,JOR,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
2022,Morocco,MAR,Jordan,JOR,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8
2022,Nigeria,NGA,Jordan,JOR,0,0,0,6,0,0,6,5,0,0,59,0,0,64,70
2022,Pakistan,PAK,Jordan,JOR,0,6,5,8,0,0,19,0,0,0,5,0,0,5,24
2022,Philippines,PHL,Jordan,JOR,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2022,Russian Federation,RUS,Jordan,JOR,0,8,5,8,0,0,21,0,0,7,0,0,0,7,28
2022,Senegal,SEN,Jordan,JOR,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2022,Somalia,SOM,Jordan,JOR,26,25,30,212,10,0,303,18,33,43,192,5,0,291,594
2022,South Sudan,SSD,Jordan,JOR,0,0,0,5,0,0,5,0,7,6,0,0,0,13,18
2022,Stateless,XXA,Jordan,JOR,0,7,11,29,0,0,47,0,0,5,12,0,0,17,64
2022,Sudan,SDN,Jordan,JOR,348,249,156,683,43,0,1479,404,242,166,2644,379,0,3835,5314
2022,Syrian Arab Rep.,SYR,Jordan,JOR,42426,67143,49294,156778,15705,0,331346,43796,71099,51789,151566,11296,0,329546,660892
2022,Tajikistan,TJK,Jordan,JOR,0,6,0,0,0,0,6,0,0,9,0,0,0,9,15
2022,Tunisia,TUN,Jordan,JOR,0,0,5,14,0,0,19,0,0,0,0,0,0,0,19
2022,Uganda,UGA,Jordan,JOR,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2022,Ukraine,UKR,Jordan,JOR,0,0,0,5,0,0,5,0,5,0,0,0,0,5,10
2022,Venezuela (Bolivarian Republic of),VEN,Jordan,JOR,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2022,Yemen,YEM,Jordan,JOR,640,576,367,2115,180,0,3878,665,562,386,6948,313,0,8874,12752
2022,Afghanistan,AFG,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
2022,Burundi,BDI,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2022,Bangladesh,BGD,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2022,China,CHN,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2022,Cameroon,CMR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2022,Dem. Rep. of the Congo,COD,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2022,Eritrea,ERI,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Ethiopia,ETH,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2022,Guinea,GIN,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Iran (Islamic Rep. of),IRN,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2022,Iraq,IRQ,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2022,Sri Lanka,LKA,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2022,Myanmar,MMR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13494
2022,Nigeria,NGA,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2022,Pakistan,PAK,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2022,Rwanda,RWA,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Somalia,SOM,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Stateless,XXA,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2022,Sudan,SDN,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2022,Syrian Arab Rep.,SYR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
2022,Türkiye,TUR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2022,Uganda,UGA,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2022,Unknown ,UNK,Japan,JPN,0,0,0,0,0,2744,2744,0,0,0,0,0,9729,9729,12809
2022,Ukraine,UKR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238
2022,Yemen,YEM,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2022,Afghanistan,AFG,Kazakhstan,KAZ,27,26,20,143,15,0,231,16,22,31,205,15,0,289,520
2022,China,CHN,Kazakhstan,KAZ,0,0,6,5,0,0,11,0,0,6,0,0,0,6,17
2022,Iran (Islamic Rep. of),IRN,Kazakhstan,KAZ,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2022,Russian Federation,RUS,Kazakhstan,KAZ,0,0,0,6,0,0,6,0,0,5,12,0,0,17,23
2022,Saudi Arabia,SAU,Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,5,0,0,0,5,0,0,0,13,0,0,13,18
2022,Ukraine,UKR,Kazakhstan,KAZ,0,0,61,205,100,0,366,0,0,54,102,28,0,184,550
2022,Uzbekistan,UZB,Kazakhstan,KAZ,0,0,0,10,0,0,10,0,0,0,0,0,0,0,10
2022,Afghanistan,AFG,Kenya,KEN,0,0,0,24,0,0,24,8,0,6,20,0,0,34,58
2022,Egypt,EGY,Kenya,KEN,0,5,6,0,0,0,11,0,0,0,12,0,0,12,23
2022,Burundi,BDI,Kenya,KEN,2245,2101,1286,4759,128,0,10519,2268,2227,1250,8224,103,0,14072,24591
2022,Central African Rep.,CAF,Kenya,KEN,0,0,0,6,0,0,6,0,0,0,7,0,0,7,13
2022,Chad,TCD,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Cameroon,CMR,Kenya,KEN,0,0,5,5,0,0,10,0,0,0,49,0,0,49,59
2022,Congo,COG,Kenya,KEN,17,0,5,27,0,0,49,5,11,5,51,0,0,72,121
2022,Dem. Rep. of the Congo,COD,Kenya,KEN,3352,4468,3546,13201,527,0,25094,3587,4678,3548,16664,409,0,28886,53980
2022,Eritrea,ERI,Kenya,KEN,51,117,105,1017,32,0,1322,64,134,122,901,56,0,1277,2599
2022,Ethiopia,ETH,Kenya,KEN,1624,2955,2057,8469,297,0,15402,1768,3110,2161,9960,336,0,17335,32737
2022,Cote d'Ivoire,CIV,Kenya,KEN,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2022,India,IND,Kenya,KEN,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2022,Sri Lanka,LKA,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2022,Mozambique,MOZ,Kenya,KEN,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
2022,Nigeria,NGA,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15
2022,Pakistan,PAK,Kenya,KEN,0,0,0,5,0,0,5,0,6,0,5,5,0,16,21
2022,Rwanda,RWA,Kenya,KEN,90,175,133,653,36,0,1087,88,169,146,742,72,0,1217,2304
2022,Somalia,SOM,Kenya,KEN,18088,32108,25134,67029,5894,0,148253,18967,33484,26511,56056,5377,0,140395,288648
2022,South Sudan,SSD,Kenya,KEN,9219,16779,13636,30079,1535,0,71248,9843,18987,19725,33056,524,0,82135,153383
2022,Sudan,SDN,Kenya,KEN,338,564,695,2088,34,0,3719,353,708,1157,4473,30,0,6721,10440
2022,Syrian Arab Rep.,SYR,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2022,United Rep. of Tanzania,TZA,Kenya,KEN,11,0,6,43,0,0,60,0,7,10,61,0,0,78,138
2022,Türkiye,TUR,Kenya,KEN,0,27,10,55,0,0,92,7,24,17,67,0,0,115,207
2022,Uganda,UGA,Kenya,KEN,211,299,257,845,17,0,1629,227,279,231,1340,53,0,2130,3759
2022,Yemen,YEM,Kenya,KEN,0,29,9,66,10,0,114,0,24,17,171,5,0,217,331
2022,Zimbabwe,ZWE,Kenya,KEN,0,0,6,0,0,0,6,0,7,0,0,0,0,7,13
2022,Afghanistan,AFG,Kyrgyzstan,KGZ,24,36,24,118,11,0,213,20,42,33,193,12,0,300,513
2022,Palestinian,PSE,Kyrgyzstan,KGZ,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2022,Iraq,IRQ,Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Pakistan,PAK,Kyrgyzstan,KGZ,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2022,Philippines,PHL,Kyrgyzstan,KGZ,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2022,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,5,0,15,0,0,20,0,0,8,44,0,0,52,72
2022,Tajikistan,TJK,Kyrgyzstan,KGZ,0,6,0,8,0,0,14,0,6,0,7,0,0,13,27
2022,Turkmenistan,TKM,Kyrgyzstan,KGZ,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2022,Türkiye,TUR,Kyrgyzstan,KGZ,6,18,17,60,6,0,107,5,27,19,101,12,0,164,271
2022,Ukraine,UKR,Kyrgyzstan,KGZ,0,0,0,6,5,0,11,0,0,0,13,0,0,13,24
2022,Venezuela (Bolivarian Republic of),VEN,Kyrgyzstan,KGZ,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2022,Afghanistan,AFG,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2022,Algeria,DZA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
2022,Angola,AGO,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2022,Egypt,EGY,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825
2022,Burundi,BDI,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2022,Bangladesh,BGD,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071
2022,Cambodia,KHM,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2022,China,CHN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215
2022,Cameroon,CMR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
2022,Dem. Rep. of the Congo,COD,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
2022,Eritrea,ERI,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2022,Ethiopia,ETH,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
2022,Gambia,GMB,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2022,Ghana,GHA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2022,Guinea,GIN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2022,Haiti,HTI,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
2022,Cote d'Ivoire,CIV,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
2022,India,IND,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077
2022,Iran (Islamic Rep. of),IRN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2022,Iraq,IRQ,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
2022,Jordan,JOR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2022,Kazakhstan,KAZ,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196
2022,Kenya,KEN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2022,Kyrgyzstan,KGZ,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
2022,Liberia,LBR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
2022,Libya,LBY,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
2022,Sri Lanka,LKA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
2022,Mali,MLI,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
2022,Malaysia,MYS,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2022,Mongolia,MNG,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
2022,Morocco,MAR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
2022,Myanmar,MMR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862
2022,Nepal,NPL,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
2022,Nigeria,NGA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
2022,Pakistan,PAK,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978
2022,Philippines,PHL,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
2022,South Africa,ZAF,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2022,Russian Federation,RUS,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217
2022,Rwanda,RWA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2022,Senegal,SEN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2022,Viet Nam,VNM,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2022,Stateless,XXA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2022,Sudan,SDN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
2022,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
2022,United Rep. of Tanzania,TZA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2022,Thailand,THA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
2022,Tajikistan,TJK,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2022,Tunisia,TUN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2022,Türkiye,TUR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118
2022,Uganda,UGA,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
2022,Unknown ,UNK,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
2022,Ukraine,UKR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2022,Uzbekistan,UZB,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2022,Yemen,YEM,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891
