Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum
2022,Ecuador,ECU,Portugal,PRT,33,0
2022,Ecuador,ECU,Romania,ROU,9,0
2022,Ecuador,ECU,Spain,ESP,78,725
2022,Ecuador,ECU,Sweden,SWE,6,5
2022,Ecuador,ECU,Switzerland,CHE,0,5
2022,Ecuador,ECU,Uruguay,URY,8,34
2022,Ecuador,ECU,United States of America,USA,2656,37244
2022,Equatorial Guinea,GNQ,Belgium,BEL,0,5
2022,Equatorial Guinea,GNQ,Brazil,BRA,0,18
2022,Equatorial Guinea,GNQ,Canada,CAN,6,7
2022,Equatorial Guinea,GNQ,Cameroon,CMR,6,6
2022,Equatorial Guinea,GNQ,France,FRA,76,5
2022,Equatorial Guinea,GNQ,United Kingdom of Great Britain and Northern Ireland,GBR,5,8
2022,Equatorial Guinea,GNQ,Germany,DEU,21,6
2022,Equatorial Guinea,GNQ,Greece,GRC,5,0
2022,Equatorial Guinea,GNQ,Mexico,MEX,0,9
2022,Equatorial Guinea,GNQ,Spain,ESP,54,65
2022,Equatorial Guinea,GNQ,Sweden,SWE,5,0
2022,Equatorial Guinea,GNQ,Switzerland,CHE,5,5
2022,Equatorial Guinea,GNQ,United States of America,USA,17,109
2022,Eritrea,ERI,Algeria,DZA,5,5
2022,Eritrea,ERI,Angola,AGO,83,1791
2022,Eritrea,ERI,Egypt,EGY,16526,5881
2022,Eritrea,ERI,Argentina,ARG,12,0
2022,Eritrea,ERI,Australia,AUS,101,23
2022,Eritrea,ERI,Austria,AUT,506,48
2022,Eritrea,ERI,Belgium,BEL,4621,1800
2022,Eritrea,ERI,Benin,BEN,5,0
2022,Eritrea,ERI,Brazil,BRA,26,62
2022,Eritrea,ERI,Bulgaria,BGR,13,6
2022,Eritrea,ERI,Canada,CAN,474,285
2022,Eritrea,ERI,Chad,TCD,15,18
2022,Eritrea,ERI,China,CHN,6,0
2022,Eritrea,ERI,Dem. Rep. of the Congo,COD,7,5
2022,Eritrea,ERI,Colombia,COL,5,0
2022,Eritrea,ERI,Costa Rica,CRI,0,7
2022,Eritrea,ERI,Cuba,CUB,5,0
2022,Eritrea,ERI,Cyprus,CYP,54,0
2022,Eritrea,ERI,Czechia,CZE,11,0
2022,Eritrea,ERI,Denmark,DNK,5936,184
2022,Eritrea,ERI,Djibouti,DJI,584,465
2022,Eritrea,ERI,Ecuador,ECU,11,5
2022,Eritrea,ERI,Estonia,EST,10,0
2022,Eritrea,ERI,Ethiopia,ETH,162812,254
2022,Eritrea,ERI,Finland,FIN,869,9
2022,Eritrea,ERI,France,FRA,11987,479
2022,Eritrea,ERI,United Kingdom of Great Britain and Northern Ireland,GBR,16703,7032
2022,Eritrea,ERI,Georgia,GEO,10,10
2022,Eritrea,ERI,Germany,DEU,44437,3247
2022,Eritrea,ERI,Ghana,GHA,120,66
2022,Eritrea,ERI,Greece,GRC,1792,332
2022,Eritrea,ERI,Guinea,GIN,14,0
2022,Eritrea,ERI,Croatia,HRV,27,0
2022,Eritrea,ERI,Hungary,HUN,47,0
2022,Eritrea,ERI,Iceland,ISL,9,0
2022,Eritrea,ERI,Cote d'Ivoire,CIV,8,0
2022,Eritrea,ERI,India,IND,13,14
2022,Eritrea,ERI,Indonesia,IDN,148,92
2022,Eritrea,ERI,Ireland,IRL,104,30
2022,Eritrea,ERI,Iraq,IRQ,5,30
2022,Eritrea,ERI,Israel,ISR,226,9243
2022,Eritrea,ERI,Italy,ITA,3177,5195
2022,Eritrea,ERI,Jordan,JOR,37,6
2022,Eritrea,ERI,Japan,JPN,5,0
2022,Eritrea,ERI,Kenya,KEN,942,1657
2022,Eritrea,ERI,Rep. of Korea,KOR,10,0
2022,Eritrea,ERI,Kuwait,KWT,9,23
2022,Eritrea,ERI,Libya,LBY,239,5534
2022,Eritrea,ERI,Lebanon,LBN,17,16
2022,Eritrea,ERI,Lesotho,LSO,31,55
2022,Eritrea,ERI,Liechtenstein,LIE,12,0
2022,Eritrea,ERI,Lithuania,LTU,46,0
2022,Eritrea,ERI,Luxembourg,LUX,1694,340
2022,Eritrea,ERI,Latvia,LVA,35,0
2022,Eritrea,ERI,Mexico,MEX,7,101
2022,Eritrea,ERI,Mali,MLI,5,0
2022,Eritrea,ERI,Malaysia,MYS,32,0
2022,Eritrea,ERI,Malawi,MWI,0,7
2022,Eritrea,ERI,Morocco,MAR,49,36
2022,Eritrea,ERI,Mozambique,MOZ,0,30
2022,Eritrea,ERI,Malta,MLT,911,178
2022,Eritrea,ERI,Netherlands (Kingdom of the),NLD,14830,1318
2022,Eritrea,ERI,Niger,NER,98,312
2022,Eritrea,ERI,Nigeria,NGA,41,12
2022,Eritrea,ERI,Norway,NOR,10276,242
2022,Eritrea,ERI,New Zealand,NZL,6,5
2022,Eritrea,ERI,Panama,PAN,0,38
2022,Eritrea,ERI,Philippines,PHL,21,21
2022,Eritrea,ERI,Poland,POL,5,5
2022,Eritrea,ERI,Portugal,PRT,204,0
2022,Eritrea,ERI,Qatar,QAT,0,5
2022,Eritrea,ERI,Romania,ROU,67,0
2022,Eritrea,ERI,South Africa,ZAF,1314,768
2022,Eritrea,ERI,Rwanda,RWA,204,137
2022,Eritrea,ERI,Saudi Arabia,SAU,36,15
2022,Eritrea,ERI,Somalia,SOM,57,41
2022,Eritrea,ERI,Spain,ESP,360,50
2022,Eritrea,ERI,South Sudan,SSD,779,1266
2022,Eritrea,ERI,Sudan,SDN,119410,15304
2022,Eritrea,ERI,Slovenia,SVN,86,0
2022,Eritrea,ERI,Eswatini,SWZ,5,39
2022,Eritrea,ERI,Sweden,SWE,25302,319
2022,Eritrea,ERI,Switzerland,CHE,38508,291
2022,Eritrea,ERI,Syrian Arab Rep.,SYR,16,5
2022,Eritrea,ERI,Tunisia,TUN,136,30
2022,Eritrea,ERI,United Arab Emirates,ARE,0,7
2022,Eritrea,ERI,Uganda,UGA,14436,12247
2022,Eritrea,ERI,Ukraine,UKR,10,6
2022,Eritrea,ERI,United States of America,USA,5036,1414
2022,Eritrea,ERI,Yemen,YEM,1299,507
2022,Eritrea,ERI,Zambia,ZMB,123,0
2022,Eritrea,ERI,Zimbabwe,ZWE,21,5
2022,Estonia,EST,Australia,AUS,0,5
2022,Estonia,EST,Germany,DEU,5,0
2022,Estonia,EST,South Africa,ZAF,5,0
2022,Estonia,EST,Russian Federation,RUS,5,0
2022,Estonia,EST,United States of America,USA,25,56
2022,Ethiopia,ETH,Algeria,DZA,0,5
2022,Ethiopia,ETH,Angola,AGO,0,57
2022,Ethiopia,ETH,Egypt,EGY,5814,10010
2022,Ethiopia,ETH,Argentina,ARG,5,0
2022,Ethiopia,ETH,Australia,AUS,473,112
2022,Ethiopia,ETH,Austria,AUT,262,43
2022,Ethiopia,ETH,Belgium,BEL,263,290
2022,Ethiopia,ETH,Belarus,BLR,5,0
2022,Ethiopia,ETH,Brazil,BRA,29,54
2022,Ethiopia,ETH,Bulgaria,BGR,10,0
2022,Ethiopia,ETH,Canada,CAN,998,619
2022,Ethiopia,ETH,Chad,TCD,23,16
2022,Ethiopia,ETH,China,CHN,0,15
2022,Ethiopia,ETH,Dem. Rep. of the Congo,COD,5,0
2022,Ethiopia,ETH,Colombia,COL,7,0
2022,Ethiopia,ETH,Costa Rica,CRI,5,0
2022,Ethiopia,ETH,Cyprus,CYP,10,27
2022,Ethiopia,ETH,Czechia,CZE,6,0
2022,Ethiopia,ETH,Denmark,DNK,92,13
2022,Ethiopia,ETH,Djibouti,DJI,3710,8597
2022,Ethiopia,ETH,Ecuador,ECU,5,0
2022,Ethiopia,ETH,Eritrea,ERI,15,0
2022,Ethiopia,ETH,Finland,FIN,157,58
2022,Ethiopia,ETH,France,FRA,3478,401
2022,Ethiopia,ETH,United Kingdom of Great Britain and Northern Ireland,GBR,2211,1692
2022,Ethiopia,ETH,Georgia,GEO,0,5
2022,Ethiopia,ETH,Germany,DEU,5378,2557
2022,Ethiopia,ETH,Ghana,GHA,10,7
2022,Ethiopia,ETH,Greece,GRC,640,99
2022,Ethiopia,ETH,"China, Hong Kong SAR",HKG,6,0
2022,Ethiopia,ETH,Hungary,HUN,41,0
2022,Ethiopia,ETH,Iceland,ISL,14,0
2022,Ethiopia,ETH,Cote d'Ivoire,CIV,7,5
2022,Ethiopia,ETH,India,IND,26,67
2022,Ethiopia,ETH,Indonesia,IDN,100,43
2022,Ethiopia,ETH,Ireland,IRL,90,63
2022,Ethiopia,ETH,Iraq,IRQ,0,10
2022,Ethiopia,ETH,Israel,ISR,111,867
2022,Ethiopia,ETH,Italy,ITA,980,84
2022,Ethiopia,ETH,Jordan,JOR,22,17
2022,Ethiopia,ETH,Japan,JPN,36,0
2022,Ethiopia,ETH,Kenya,KEN,21620,11117
2022,Ethiopia,ETH,Rep. of Korea,KOR,179,232
2022,Ethiopia,ETH,Kuwait,KWT,0,6
2022,Ethiopia,ETH,Libya,LBY,31,1763
2022,Ethiopia,ETH,Lebanon,LBN,166,1377
2022,Ethiopia,ETH,Lesotho,LSO,8,9
2022,Ethiopia,ETH,Lithuania,LTU,5,0
2022,Ethiopia,ETH,Luxembourg,LUX,70,45
2022,Ethiopia,ETH,Mauritania,MRT,8,8
2022,Ethiopia,ETH,Rep. of Moldova,MDA,0,5
2022,Ethiopia,ETH,Mexico,MEX,6,42
2022,Ethiopia,ETH,Malaysia,MYS,10,12
2022,Ethiopia,ETH,Malawi,MWI,14,90
2022,Ethiopia,ETH,Morocco,MAR,0,14
2022,Ethiopia,ETH,Mozambique,MOZ,9,16
2022,Ethiopia,ETH,Malta,MLT,174,33
2022,Ethiopia,ETH,Namibia,NAM,6,0
2022,Ethiopia,ETH,Netherlands (Kingdom of the),NLD,436,305
2022,Ethiopia,ETH,Niger,NER,14,46
2022,Ethiopia,ETH,Nigeria,NGA,8,5
2022,Ethiopia,ETH,Norway,NOR,1083,75
2022,Ethiopia,ETH,New Zealand,NZL,19,0
2022,Ethiopia,ETH,Peru,PER,5,0
2022,Ethiopia,ETH,Philippines,PHL,5,7
2022,Ethiopia,ETH,Poland,POL,10,0
2022,Ethiopia,ETH,Portugal,PRT,18,5
2022,Ethiopia,ETH,Romania,ROU,7,7
2022,Ethiopia,ETH,South Africa,ZAF,13002,22814
2022,Ethiopia,ETH,Rwanda,RWA,26,22
2022,Ethiopia,ETH,Somalia,SOM,4944,18249
2022,Ethiopia,ETH,Spain,ESP,21,30
2022,Ethiopia,ETH,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,0
2022,Ethiopia,ETH,South Sudan,SSD,4151,239
2022,Ethiopia,ETH,Sudan,SDN,55455,15522
2022,Ethiopia,ETH,Eswatini,SWZ,37,113
2022,Ethiopia,ETH,Sweden,SWE,2534,319
2022,Ethiopia,ETH,Switzerland,CHE,1837,174
2022,Ethiopia,ETH,Syrian Arab Rep.,SYR,12,0
2022,Ethiopia,ETH,Thailand,THA,10,12
2022,Ethiopia,ETH,Tunisia,TUN,13,8
2022,Ethiopia,ETH,United Arab Emirates,ARE,0,5
2022,Ethiopia,ETH,Uganda,UGA,3710,1620
2022,Ethiopia,ETH,Ukraine,UKR,23,0
2022,Ethiopia,ETH,United States of America,USA,7661,9964
2022,Ethiopia,ETH,Yemen,YEM,6720,11203
2022,Ethiopia,ETH,Zambia,ZMB,53,0
2022,Ethiopia,ETH,Zimbabwe,ZWE,76,16
2022,French Guiana,GUF,Brazil,BRA,0,17
2022,French Guiana,GUF,Costa Rica,CRI,0,5
2022,French Guiana,GUF,Mexico,MEX,11,120
2022,French Guiana,GUF,United States of America,USA,0,13
2022,Fiji,FJI,Australia,AUS,228,2745
2022,Fiji,FJI,Brazil,BRA,0,20
2022,Fiji,FJI,Canada,CAN,5,18
2022,Fiji,FJI,New Zealand,NZL,18,23
2022,Fiji,FJI,United States of America,USA,85,511
2022,Finland,FIN,Mexico,MEX,0,10
2022,Finland,FIN,United States of America,USA,0,5
2022,France,FRA,Australia,AUS,0,26
2022,France,FRA,Brazil,BRA,0,54
2022,France,FRA,Canada,CAN,0,96
2022,France,FRA,Germany,DEU,12,0
2022,France,FRA,Rep. of Moldova,MDA,25,5
2022,France,FRA,Mexico,MEX,0,16
2022,France,FRA,Philippines,PHL,0,5
2022,France,FRA,Spain,ESP,0,5
2022,France,FRA,Switzerland,CHE,9,0
2022,France,FRA,United States of America,USA,19,198
2022,Micronesia (Federated States of),FSM,United States of America,USA,0,5
2022,Gabon,GAB,Austria,AUT,5,0
2022,Gabon,GAB,Belgium,BEL,31,30
2022,Gabon,GAB,Canada,CAN,36,34
2022,Gabon,GAB,Cameroon,CMR,0,5
2022,Gabon,GAB,France,FRA,588,180
2022,Gabon,GAB,United Kingdom of Great Britain and Northern Ireland,GBR,9,7
2022,Gabon,GAB,Germany,DEU,17,18
2022,Gabon,GAB,Greece,GRC,5,10
2022,Gabon,GAB,Italy,ITA,0,6
2022,Gabon,GAB,Luxembourg,LUX,5,0
2022,Gabon,GAB,Morocco,MAR,0,9
2022,Gabon,GAB,Portugal,PRT,5,0
2022,Gabon,GAB,South Africa,ZAF,0,5
2022,Gabon,GAB,Spain,ESP,5,5
2022,Gabon,GAB,Switzerland,CHE,5,5
2022,Gabon,GAB,Togo,TGO,0,5
2022,Gabon,GAB,United States of America,USA,59,398
2022,Gambia,GMB,Algeria,DZA,0,5
2022,Gambia,GMB,Argentina,ARG,0,5
2022,Gambia,GMB,Australia,AUS,11,5
2022,Gambia,GMB,Austria,AUT,118,32
2022,Gambia,GMB,Belgium,BEL,35,120
2022,Gambia,GMB,Brazil,BRA,9,279
2022,Gambia,GMB,Canada,CAN,63,102
2022,Gambia,GMB,Costa Rica,CRI,0,5
2022,Gambia,GMB,Cyprus,CYP,6,56
2022,Gambia,GMB,Denmark,DNK,5,5
2022,Gambia,GMB,Finland,FIN,28,34
2022,Gambia,GMB,France,FRA,594,114
2022,Gambia,GMB,United Kingdom of Great Britain and Northern Ireland,GBR,739,303
2022,Gambia,GMB,Germany,DEU,1134,988
2022,Gambia,GMB,Greece,GRC,136,80
2022,Gambia,GMB,Guinea,GIN,7,0
2022,Gambia,GMB,Ireland,IRL,5,5
2022,Gambia,GMB,Italy,ITA,6087,814
2022,Gambia,GMB,Rep. of Korea,KOR,0,48
2022,Gambia,GMB,Lebanon,LBN,0,11
2022,Gambia,GMB,Luxembourg,LUX,8,5
2022,Gambia,GMB,Mauritania,MRT,0,9
2022,Gambia,GMB,Mexico,MEX,0,31
2022,Gambia,GMB,Morocco,MAR,0,161
2022,Gambia,GMB,Malta,MLT,26,76
2022,Gambia,GMB,Netherlands (Kingdom of the),NLD,56,145
2022,Gambia,GMB,Norway,NOR,13,0
2022,Gambia,GMB,Peru,PER,5,0
2022,Gambia,GMB,Portugal,PRT,25,51
2022,Gambia,GMB,Romania,ROU,5,0
2022,Gambia,GMB,South Africa,ZAF,0,5
2022,Gambia,GMB,Senegal,SEN,14,41
2022,Gambia,GMB,Spain,ESP,76,410
2022,Gambia,GMB,Slovenia,SVN,0,6
2022,Gambia,GMB,Sweden,SWE,171,83
2022,Gambia,GMB,Switzerland,CHE,56,24
2022,Gambia,GMB,Tunisia,TUN,0,12
2022,Gambia,GMB,United States of America,USA,1229,784
2022,Palestinian,PSE,Albania,ALB,8,0
2022,Palestinian,PSE,Algeria,DZA,243,0
2022,Palestinian,PSE,Egypt,EGY,70020,0
2022,Palestinian,PSE,Argentina,ARG,25,9
2022,Palestinian,PSE,Armenia,ARM,7,0
2022,Palestinian,PSE,Australia,AUS,437,226
2022,Palestinian,PSE,Azerbaijan,AZE,5,0
2022,Palestinian,PSE,Belgium,BEL,4607,3270
2022,Palestinian,PSE,Belarus,BLR,8,0
2022,Palestinian,PSE,Brazil,BRA,582,319
2022,Palestinian,PSE,Canada,CAN,615,382
2022,Palestinian,PSE,Chad,TCD,0,6
2022,Palestinian,PSE,China,CHN,11,5
2022,Palestinian,PSE,Chile,CHL,15,6
2022,Palestinian,PSE,Dem. Rep. of the Congo,COD,0,5
2022,Palestinian,PSE,Cyprus,CYP,2237,276
2022,Palestinian,PSE,Ecuador,ECU,11,7
2022,Palestinian,PSE,Ethiopia,ETH,0,13
2022,Palestinian,PSE,France,FRA,2099,97
2022,Palestinian,PSE,United Kingdom of Great Britain and Northern Ireland,GBR,691,581
2022,Palestinian,PSE,Georgia,GEO,5,10
2022,Palestinian,PSE,Germany,DEU,1586,1410
2022,Palestinian,PSE,Ghana,GHA,19,9
2022,Palestinian,PSE,Greece,GRC,7514,1114
2022,Palestinian,PSE,"China, Hong Kong SAR",HKG,5,0
2022,Palestinian,PSE,Croatia,HRV,0,25
2022,Palestinian,PSE,Hungary,HUN,86,0
2022,Palestinian,PSE,Iceland,ISL,273,51
2022,Palestinian,PSE,India,IND,48,14
2022,Palestinian,PSE,Indonesia,IDN,141,80
2022,Palestinian,PSE,Ireland,IRL,130,38
2022,Palestinian,PSE,Iraq,IRQ,7704,173
2022,Palestinian,PSE,Italy,ITA,742,126
2022,Palestinian,PSE,Kyrgyzstan,KGZ,0,5
2022,Palestinian,PSE,Kuwait,KWT,5,5
2022,Palestinian,PSE,Libya,LBY,232,966
2022,Palestinian,PSE,Sri Lanka,LKA,5,0
2022,Palestinian,PSE,Latvia,LVA,7,0
2022,Palestinian,PSE,Mauritania,MRT,79,36
2022,Palestinian,PSE,Mexico,MEX,6,13
2022,Palestinian,PSE,Malaysia,MYS,224,413
2022,Palestinian,PSE,Morocco,MAR,94,98
2022,Palestinian,PSE,Mozambique,MOZ,0,9
2022,Palestinian,PSE,Malta,MLT,72,16
2022,Palestinian,PSE,Netherlands (Kingdom of the),NLD,134,27
2022,Palestinian,PSE,Nigeria,NGA,21,25
2022,Palestinian,PSE,New Zealand,NZL,6,0
2022,Palestinian,PSE,Pakistan,PAK,21,0
2022,Palestinian,PSE,Peru,PER,41,8
2022,Palestinian,PSE,Philippines,PHL,63,17
2022,Palestinian,PSE,Poland,POL,12,7
2022,Palestinian,PSE,Portugal,PRT,9,6
2022,Palestinian,PSE,Romania,ROU,68,8
2022,Palestinian,PSE,South Africa,ZAF,28,0
2022,Palestinian,PSE,Russian Federation,RUS,5,0
2022,Palestinian,PSE,Saudi Arabia,SAU,14,27
2022,Palestinian,PSE,Somalia,SOM,8,0
2022,Palestinian,PSE,Spain,ESP,1326,370
2022,Palestinian,PSE,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,0
2022,Palestinian,PSE,Sudan,SDN,49,24
2022,Palestinian,PSE,Slovakia,SVK,7,0
2022,Palestinian,PSE,Slovenia,SVN,27,5
2022,Palestinian,PSE,Sweden,SWE,1352,255
2022,Palestinian,PSE,Thailand,THA,186,6
2022,Palestinian,PSE,Togo,TGO,5,0
2022,Palestinian,PSE,Tunisia,TUN,34,40
2022,Palestinian,PSE,United Arab Emirates,ARE,17,0
2022,Palestinian,PSE,Uganda,UGA,5,0
2022,Palestinian,PSE,Ukraine,UKR,18,17
2022,Palestinian,PSE,United States of America,USA,26,324
2022,Palestinian,PSE,Venezuela (Bolivarian Republic of),VEN,7,0
2022,Palestinian,PSE,Yemen,YEM,572,316
2022,Palestinian,PSE,Zambia,ZMB,11,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Australia,AUS,6,106
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Austria,AUT,5,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Belgium,BEL,16,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Belarus,BLR,0,6
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Brazil,BRA,0,6
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Bulgaria,BGR,5,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Canada,CAN,6,59
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Costa Rica,CRI,0,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Finland,FIN,0,7
2022,United Kingdom of Great Britain and Northern Ireland,GBR,United Kingdom of Great Britain and Northern Ireland,GBR,20,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Germany,DEU,34,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Croatia,HRV,5,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Hungary,HUN,5,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Ireland,IRL,0,6
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Rep. of Moldova,MDA,28,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Mexico,MEX,0,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Malaysia,MYS,0,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Netherlands (Kingdom of the),NLD,0,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Poland,POL,25,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Portugal,PRT,9,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Romania,ROU,5,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Spain,ESP,21,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Sweden,SWE,5,0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,Switzerland,CHE,5,5
2022,United Kingdom of Great Britain and Northern Ireland,GBR,United States of America,USA,37,178
2022,Georgia,GEO,Argentina,ARG,5,0
2022,Georgia,GEO,Armenia,ARM,9,5
2022,Georgia,GEO,Australia,AUS,12,34
2022,Georgia,GEO,Austria,AUT,323,290
2022,Georgia,GEO,Belgium,BEL,283,665
2022,Georgia,GEO,Belarus,BLR,48,0
2022,Georgia,GEO,Brazil,BRA,11,5
2022,Georgia,GEO,Bulgaria,BGR,30,6
2022,Georgia,GEO,Canada,CAN,205,324
2022,Georgia,GEO,Cyprus,CYP,85,316
2022,Georgia,GEO,Czechia,CZE,9,23
2022,Georgia,GEO,Denmark,DNK,22,22
2022,Georgia,GEO,Estonia,EST,11,5
2022,Georgia,GEO,Finland,FIN,9,73
2022,Georgia,GEO,France,FRA,6177,3966
2022,Georgia,GEO,United Kingdom of Great Britain and Northern Ireland,GBR,80,1820
2022,Georgia,GEO,Germany,DEU,2459,8447
2022,Georgia,GEO,Greece,GRC,258,412
2022,Georgia,GEO,Croatia,HRV,25,0
2022,Georgia,GEO,Hungary,HUN,63,0
2022,Georgia,GEO,Iceland,ISL,6,0
2022,Georgia,GEO,Ireland,IRL,214,3016
2022,Georgia,GEO,Israel,ISR,5,30
2022,Georgia,GEO,Italy,ITA,792,2724
2022,Georgia,GEO,Lithuania,LTU,18,0
2022,Georgia,GEO,Luxembourg,LUX,5,10
2022,Georgia,GEO,Latvia,LVA,17,0
2022,Georgia,GEO,Rep. of Moldova,MDA,166,14
2022,Georgia,GEO,Mexico,MEX,0,5
2022,Georgia,GEO,Malta,MLT,5,26
2022,Georgia,GEO,Netherlands (Kingdom of the),NLD,136,48
2022,Georgia,GEO,Norway,NOR,27,20
2022,Georgia,GEO,Poland,POL,350,13
2022,Georgia,GEO,Portugal,PRT,26,5
2022,Georgia,GEO,Romania,ROU,24,0
2022,Georgia,GEO,Russian Federation,RUS,118,5
2022,Georgia,GEO,Spain,ESP,250,1575
2022,Georgia,GEO,Slovakia,SVK,14,0
2022,Georgia,GEO,Sweden,SWE,129,77
2022,Georgia,GEO,Switzerland,CHE,336,340
2022,Georgia,GEO,Ukraine,UKR,25,0
2022,Georgia,GEO,United States of America,USA,566,4845
2022,Germany,DEU,Australia,AUS,8,7
2022,Germany,DEU,Brazil,BRA,5,28
2022,Germany,DEU,Canada,CAN,5,42
2022,Germany,DEU,Costa Rica,CRI,0,14
2022,Germany,DEU,United Kingdom of Great Britain and Northern Ireland,GBR,0,5
2022,Germany,DEU,Rep. of Moldova,MDA,50,0
2022,Germany,DEU,Mexico,MEX,0,14
2022,Germany,DEU,Peru,PER,0,5
2022,Germany,DEU,Poland,POL,0,11
2022,Germany,DEU,Russian Federation,RUS,42,12
2022,Germany,DEU,Switzerland,CHE,6,0
2022,Germany,DEU,United States of America,USA,41,401
2022,Ghana,GHA,Algeria,DZA,0,13
2022,Ghana,GHA,Argentina,ARG,37,144
2022,Ghana,GHA,Australia,AUS,59,151
2022,Ghana,GHA,Austria,AUT,16,22
2022,Ghana,GHA,Belgium,BEL,16,80
2022,Ghana,GHA,Brazil,BRA,50,1938
2022,Ghana,GHA,Canada,CAN,230,579
2022,Ghana,GHA,China,CHN,0,28
2022,Ghana,GHA,Chile,CHL,0,8
2022,Ghana,GHA,Colombia,COL,5,0
2022,Ghana,GHA,Costa Rica,CRI,0,61
2022,Ghana,GHA,Cyprus,CYP,0,49
2022,Ghana,GHA,Denmark,DNK,8,5
2022,Ghana,GHA,Ecuador,ECU,5,0
2022,Ghana,GHA,Finland,FIN,35,23
2022,Ghana,GHA,France,FRA,611,63
2022,Ghana,GHA,United Kingdom of Great Britain and Northern Ireland,GBR,338,470
2022,Ghana,GHA,Georgia,GEO,0,5
2022,Ghana,GHA,Germany,DEU,908,670
2022,Ghana,GHA,Greece,GRC,102,142
2022,Ghana,GHA,Hungary,HUN,12,0
2022,Ghana,GHA,Iceland,ISL,5,7
2022,Ghana,GHA,India,IND,0,66
2022,Ghana,GHA,Ireland,IRL,35,87
2022,Ghana,GHA,Israel,ISR,0,271
2022,Ghana,GHA,Italy,ITA,2473,394
2022,Ghana,GHA,Rep. of Korea,KOR,0,204
2022,Ghana,GHA,Lebanon,LBN,0,5
2022,Ghana,GHA,Mauritania,MRT,0,14
2022,Ghana,GHA,Mexico,MEX,50,599
2022,Ghana,GHA,Montenegro,MNE,5,0
2022,Ghana,GHA,Morocco,MAR,0,6
2022,Ghana,GHA,Malta,MLT,8,35
2022,Ghana,GHA,Netherlands (Kingdom of the),NLD,159,21
2022,Ghana,GHA,Niger,NER,0,5
2022,Ghana,GHA,Nigeria,NGA,5,5
2022,Ghana,GHA,Norway,NOR,6,0
2022,Ghana,GHA,Peru,PER,5,0
2022,Ghana,GHA,Philippines,PHL,5,0
2022,Ghana,GHA,Poland,POL,6,5
2022,Ghana,GHA,Portugal,PRT,565,10
2022,Ghana,GHA,South Africa,ZAF,5,385
2022,Ghana,GHA,Spain,ESP,29,155
2022,Ghana,GHA,Slovenia,SVN,0,5
2022,Ghana,GHA,Sweden,SWE,61,30
2022,Ghana,GHA,Switzerland,CHE,22,11
2022,Ghana,GHA,Togo,TGO,8513,0
2022,Ghana,GHA,Trinidad and Tobago,TTO,0,49
2022,Ghana,GHA,Tunisia,TUN,0,7
2022,Ghana,GHA,Ukraine,UKR,0,5
2022,Ghana,GHA,Uruguay,URY,0,21
2022,Ghana,GHA,United States of America,USA,544,1930
2022,Guadeloupe,GLP,Mexico,MEX,0,5
2022,Guadeloupe,GLP,United States of America,USA,17,123
2022,Guinea-Bissau,GNB,Algeria,DZA,0,6
2022,Guinea-Bissau,GNB,Angola,AGO,7,268
2022,Guinea-Bissau,GNB,Argentina,ARG,8,5
2022,Guinea-Bissau,GNB,Austria,AUT,5,5
2022,Guinea-Bissau,GNB,Belgium,BEL,6,15
2022,Guinea-Bissau,GNB,Brazil,BRA,26,1484
2022,Guinea-Bissau,GNB,Canada,CAN,5,13
2022,Guinea-Bissau,GNB,Cyprus,CYP,0,5
2022,Guinea-Bissau,GNB,Denmark,DNK,5,0
2022,Guinea-Bissau,GNB,France,FRA,1300,71
2022,Guinea-Bissau,GNB,United Kingdom of Great Britain and Northern Ireland,GBR,9,5
2022,Guinea-Bissau,GNB,Germany,DEU,100,74
2022,Guinea-Bissau,GNB,Greece,GRC,0,5
2022,Guinea-Bissau,GNB,Italy,ITA,451,68
2022,Guinea-Bissau,GNB,Luxembourg,LUX,5,0
2022,Guinea-Bissau,GNB,Mexico,MEX,0,20
